Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.01     91.69     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c48)
  0.01     91.70     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c7c)
  0.01     91.71     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9cde)
  0.01     91.72     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d00)
  0.01     91.73     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d3f)
  0.01     91.74     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d91)
  0.01     91.75     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9daa)
  0.01     91.76     0.01                             blake2b_compress (blake2b-ref.c:213 @ 9dc2)
  0.01     91.77     0.01                             blake2b_compress (blake2b-ref.c:216 @ 9de6)
  0.01     91.78     0.01                             blake2b_final (blake2b-ref.c:264 @ a26a)
  0.01     91.79     0.01                             blake2b_increment_counter (blake2b-ref.c:68 @ 9eda)
  0.01     91.80     0.01                             blake2b_increment_counter (blake2b-ref.c:69 @ 9ee9)
  0.01     91.81     0.01                             blake2b_init (blake2b-ref.c:114 @ a03c)
  0.01     91.82     0.01                             blake2b_init0 (blake2b-ref.c:77 @ 9f4a)
  0.01     91.83     0.01                             blake2b_set_lastblock (blake2b-ref.c:63 @ a23b)
  0.01     91.84     0.01                             blake2b_update (blake2b-ref.c:221 @ 9e2d)
  0.01     91.85     0.01                             hashtable_setbloom (hashtable.h:155 @ 4b3a)
  0.01     91.86     0.01                             rabinkarp_pow (rabinkarp.c:75 @ 8085)
  0.01     91.87     0.01                             rabinkarp_pow (rabinkarp.c:81 @ 8097)
  0.01     91.88     0.01                             rotr64 (blake2-impl.h:155 @ 86e0)
  0.01     91.89     0.01                             rotr64 (blake2-impl.h:155 @ 884b)
  0.01     91.90     0.01                             rotr64 (blake2-impl.h:155 @ 8879)
  0.01     91.91     0.01                             rotr64 (blake2-impl.h:155 @ 88c9)
  0.01     91.92     0.01                             rotr64 (blake2-impl.h:155 @ 88f7)
  0.01     91.93     0.01                             rotr64 (blake2-impl.h:155 @ 8925)
  0.01     91.94     0.01                             rotr64 (blake2-impl.h:155 @ 89f4)
  0.01     91.95     0.01                             rotr64 (blake2-impl.h:155 @ 8a60)
  0.01     91.96     0.01                             rotr64 (blake2-impl.h:155 @ 8ad0)
  0.01     91.97     0.01                             rotr64 (blake2-impl.h:155 @ 8c28)
  0.01     91.98     0.01                             rotr64 (blake2-impl.h:155 @ 8cb7)
  0.01     91.99     0.01                             rotr64 (blake2-impl.h:155 @ 8cc1)
  0.01     92.00     0.01                             rotr64 (blake2-impl.h:155 @ 8cfd)
  0.01     92.01     0.01                             rotr64 (blake2-impl.h:155 @ 8dd9)
  0.01     92.02     0.01                             rotr64 (blake2-impl.h:155 @ 8e65)
  0.01     92.03     0.01                             rotr64 (blake2-impl.h:155 @ 8f69)
  0.01     92.04     0.01                             rotr64 (blake2-impl.h:155 @ 9024)
  0.01     92.05     0.01                             rotr64 (blake2-impl.h:155 @ 9063)
  0.01     92.06     0.01                             rotr64 (blake2-impl.h:155 @ 9128)
  0.01     92.07     0.01                             rotr64 (blake2-impl.h:155 @ 9185)
  0.01     92.08     0.01                             rotr64 (blake2-impl.h:155 @ 91e0)
  0.01     92.09     0.01                             rotr64 (blake2-impl.h:155 @ 91fa)
  0.01     92.10     0.01                             rotr64 (blake2-impl.h:155 @ 9312)
  0.01     92.11     0.01                             rotr64 (blake2-impl.h:155 @ 9413)
  0.01     92.12     0.01                             rotr64 (blake2-impl.h:155 @ 947d)
  0.01     92.13     0.01                             rotr64 (blake2-impl.h:155 @ 94f5)
  0.01     92.14     0.01                             rotr64 (blake2-impl.h:155 @ 9506)
  0.01     92.15     0.01                             rotr64 (blake2-impl.h:155 @ 954c)
  0.01     92.16     0.01                             rotr64 (blake2-impl.h:155 @ 9559)
  0.01     92.17     0.01                             rotr64 (blake2-impl.h:155 @ 9631)
  0.01     92.18     0.01                             rotr64 (blake2-impl.h:155 @ 97f7)
  0.01     92.19     0.01                             rotr64 (blake2-impl.h:155 @ 9801)
  0.01     92.20     0.01                             rotr64 (blake2-impl.h:155 @ 98a8)
  0.01     92.21     0.01                             rotr64 (blake2-impl.h:155 @ 98c9)
  0.01     92.22     0.01                             rotr64 (blake2-impl.h:155 @ 98f4)
  0.01     92.23     0.01                             rotr64 (blake2-impl.h:155 @ 9955)
  0.01     92.24     0.01                             rotr64 (blake2-impl.h:155 @ 9960)
