Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.05      9.86     0.01                             blake2b_compress (blake2b-ref.c:203 @ 9428)
  0.05      9.87     0.01                             blake2b_compress (blake2b-ref.c:203 @ 9519)
  0.05      9.87     0.01                             blake2b_compress (blake2b-ref.c:203 @ 9541)
  0.05      9.88     0.01                             blake2b_compress (blake2b-ref.c:203 @ 954a)
  0.05      9.88     0.01                             blake2b_compress (blake2b-ref.c:204 @ 960c)
  0.05      9.89     0.01                             blake2b_compress (blake2b-ref.c:204 @ 96d4)
  0.05      9.89     0.01                             blake2b_compress (blake2b-ref.c:204 @ 96f2)
  0.05      9.90     0.01                             blake2b_compress (blake2b-ref.c:205 @ 96fc)
  0.05      9.90     0.01                             blake2b_compress (blake2b-ref.c:204 @ 9710)
  0.05      9.91     0.01                             blake2b_compress (blake2b-ref.c:204 @ 9721)
  0.05      9.91     0.01                             blake2b_compress (blake2b-ref.c:205 @ 973e)
  0.05      9.92     0.01                             blake2b_compress (blake2b-ref.c:205 @ 974f)
  0.05      9.92     0.01                             blake2b_compress (blake2b-ref.c:205 @ 97bd)
  0.05      9.93     0.01                             blake2b_compress (blake2b-ref.c:205 @ 985c)
  0.05      9.93     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9884)
